SKU,Standard Price,StartDate,EndDate,Rental_1,Rental_2,Rental_3,Rental_4,Stock,ISBN,Min,Max,Target,Notes
180808N-091-0321977068,143.5,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,44.85,44.85,22.43,143.5,1,0321977068,44.35,78.11,66.3,
180820NNR-112-0078112109,145.5,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,44.82,44.82,22.41,145.5,1,0078112109,44.82,79.05,67.07,
180905M4655857-062-013439710X,110.45,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,44.18,44.18,22.09,110.45,4,013439710X,36.57,62.56,53.46,
180824N428736-95-0135031508,143.53,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,44.59,44.59,22.3,143.53,2,0135031508,44.36,78.13,66.31,
180504N-096-0078021774,144.71,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,44.63,44.63,22.32,144.71,5,0078021774,44.63,78.68,66.76,
180815BX-105-1305635116,167.5,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,50.0,50.0,25.0,167.5,6,1305635116,50,89.41,75.61,
180824N428736-115-1305635116,169.9,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,50.0,50.0,25.0,169.9,1,1305635116,50.56,90.54,76.54,
180720NB-132-1259573796,151.5,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,46.23,46.23,23.11,151.5,6,1259573796,46.23,81.88,69.4,
180816NB-090-007802420X,144.2,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,44.51,44.51,22.25,144.2,10,007802420X,44.51,78.44,66.57,
180814BX-100-1305501012,143.5,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,44.35,44.35,22.18,143.5,5,1305501012,44.35,78.11,66.3,
180905M4655857-056-0134747674,100.09,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,44.32,44.32,22.16,100.09,1,0134747674,34.13,57.68,49.44,
180905M4655857-086-0134765036,142.37,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,44.32,44.32,22.16,142.37,1,0134765036,44.08,77.58,65.86,
180514BX-088-1305960726,143.05,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,44.24,44.24,22.12,143.05,8,1305960726,44.24,77.9,66.12,
180815M-092-1337401064,142.75,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,44.17,44.17,22.09,142.75,3,1337401064,44.17,77.76,66,
180808BX-094-1337091820,142.5,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,44.11,44.11,22.05,142.5,2,1337091820,44.11,77.64,65.91,
180508BX-112-1337406651,189.5,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,55.17,55.17,27.59,189.5,5,1337406651,55.17,99.76,84.15,
180816NB-052-1337397512,109.9,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,43.9,43.9,21.95,109.9,1,1337397512,36.44,62.3,53.25,
180820M-052-1337397512,96.5,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,43.9,43.9,21.95,96.5,1,1337397512,33.29,56,48.05,
180904RR-078-125969240X,123.95,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,43.75,43.75,21.88,123.95,1,125969240X,39.75,68.91,58.71,
180108NB-071-1305948084,103.5,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,43.75,43.75,21.88,103.5,1,1305948084,34.94,59.29,50.77,
180829M4645027-83-1337557773,119.41,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,43.48,43.48,21.74,119.41,5,1337557773,38.68,66.78,56.94,
180905M4655857-068-0134449894,110.59,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,43.46,43.46,21.73,110.59,3,0134449894,36.6,62.63,53.52,
180925M-4664718-121-0134463218,174.9,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,51.74,51.74,25.87,174.9,5,0134463218,51.74,92.89,78.49,
180815N-083-1337555886,138.5,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,43.17,43.17,21.59,138.5,2,1337555886,43.17,75.76,64.35,
180530NB-068-0134569997,115.98,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,42.74,42.74,21.37,115.98,1,0134569997,37.87,65.16,55.61,
180718BX-043-1337568031,95.5,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,42.83,42.83,21.41,95.5,17,1337568031,33.05,55.52,47.66,
180905M4655857-083-0134414438,128.24,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,42.86,42.86,21.43,128.24,3,0134414438,40.76,70.93,60.37,
180718NB-094-1683282361,149.5,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,45.76,45.76,22.88,149.5,1,1683282361,45.76,80.94,68.62,
180529BX-087-1337557366,136.1,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,42.61,42.61,21.3,136.1,5,1337557366,42.61,74.63,63.42,
180809NB-113-1609304403,168.75,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,50.29,50.29,25.14,168.75,1,1609304403,50.29,90,76.1,
180905M4655857-089-1259756882,142.98,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,44.23,44.23,22.11,142.98,1,1259756882,44.23,77.87,66.09,
180502FO-088-0134446437,135.62,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,42.49,42.49,21.25,135.62,3,0134446437,42.49,74.4,63.24,
180809NB-135-1337565334,186.98,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,54.58,54.58,27.29,186.98,2,1337565334,54.58,98.57,83.18,
180816M-108-1337397679,159.45,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,48.1,48.1,24.05,159.45,3,1337397679,48.1,85.62,72.49,
180807M-118-1337111341,181.25,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,53.23,53.23,26.61,181.25,2,1337111341,53.23,95.88,80.95,
180904N409369-094-1305635159,144.75,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,44.64,44.64,22.32,144.75,1,1305635159,44.64,78.7,66.78,
180813NNR-121-1259746747,134.5,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,42.23,42.23,21.11,134.5,1,1259746747,42.23,73.88,62.8,
180621BX-088-1305958675,134.5,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,42.23,42.23,21.11,134.5,18,1305958675,42.23,73.88,62.8,
180905M4655857-075-0134462033,123.9,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,41.04,41.04,20.52,123.9,7,0134462033,39.74,68.89,58.69,
180820FNR-098-1305271491,99.25,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,41.98,41.98,20.99,99.25,1,1305271491,33.94,57.29,49.12,
180610BX-110-1337617407,177.5,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,52.35,52.35,26.18,177.5,3,1337617407,52.35,94.11,79.5,
180905M4655857-066-0134439244,115.52,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,40.94,40.94,20.47,115.52,2,0134439244,37.76,64.95,55.43,
180517FO-097-1305583922,149.4,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,45.74,45.74,22.87,149.4,2,1305583922,45.74,80.89,68.59,
180905M4655857-073-0323479146,116.47,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,41.16,41.16,20.58,116.47,5,0323479146,37.99,65.39,55.8,
ERVICUL0822M-078,123.6,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,41.12,41.12,20.56,123.6,1,1612058116,39.67,68.75,58.57,
180905M4655857-083-0133779742,129.5,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,41.05,41.05,20.52,129.5,2,0133779742,41.05,71.52,60.86,
180828M4644395-083-0133779742,129.5,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,41.05,41.05,20.52,129.5,1,0133779742,41.05,71.52,60.86,
180730NBNR-090-1305950445,129.5,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,41.05,41.05,20.52,129.5,9,1305950445,41.05,71.52,60.86,
180809BX-080-1305271475,129.5,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,41.05,41.05,20.52,129.5,8,1305271475,41.05,71.52,60.86,
180729BX-085-1305101936,129.4,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,41.03,41.03,20.52,129.4,4,1305101936,41.03,71.48,60.82,
180925M-4664718-068-0134678834,114.9,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,40.9,40.9,20.45,114.9,3,0134678834,37.62,64.65,55.19,
180730NBNR-054-1483369730,102.98,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,40.7,40.7,20.35,102.98,1,1483369730,34.81,59.04,50.56,
180910M4657694-085-1319113338,137.5,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,63.97,63.97,31.98,137.5,1,1319113338,42.94,75.29,63.97,
180820RR-041-1449694268,95.5,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,40.31,40.31,20.16,95.5,1,1449694268,33.05,55.52,47.66,
180227NB-081-0735590133,126.66,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,40.39,40.39,20.2,126.66,3,0735590133,40.39,70.19,59.76,
180502MB-154-0134492064,220.45,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,62.45,62.45,31.23,220.45,3,0134492064,62.45,114.32,96.17,
180829M4647883-118-1337282987,177.59,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,52.37,52.37,26.18,177.59,1,1337282987,52.37,94.16,79.53,
180824M4643655-085-1337624985,134.5,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,42.23,42.23,21.11,134.5,3,1337624985,42.23,73.88,62.8,
180905M4655857-081-1259818438,125.88,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,40.2,40.2,20.1,125.88,10,1259818438,40.2,69.82,59.45,
180212MB-154-0134478770,208.41,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,59.62,59.62,29.81,208.41,1,0134478770,59.62,108.66,91.5,
180517NB-154-0134478770,212.98,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,59.62,59.62,29.81,212.98,6,0134478770,60.7,110.81,93.27,
180905RA-050-1118880528,93.5,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,40.14,40.14,20.07,93.5,5,1118880528,32.58,54.58,46.88,
180620BX-081-1337614319,131.45,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,41.51,41.51,20.75,131.45,14,1337614319,41.51,72.44,61.62,
180806BX-074-1337277932,124.85,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,39.96,39.96,19.98,124.85,7,1337277932,39.96,69.34,59.05,
180512BX-074-1337558494,124.4,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,39.85,39.85,19.93,124.4,3,1337558494,39.85,69.12,58.88,
180910VA-085-0077736443,143.25,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,44.29,44.29,22.14,143.25,3,0077736443,44.29,78,66.2,
180809NBOE-114-126000757X,119.5,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,39.64,39.64,19.82,119.5,7,126000757X,38.7,66.82,56.98,
180628BX-110-1305970934,172.45,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,51.16,51.16,25.58,172.45,5,1305970934,51.16,91.74,77.53,
180829M4645027-71-1337401382,115.29,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,39.03,39.03,19.52,115.29,2,1337401382,37.71,64.84,55.34,
180827M4644395-111-0134470028,163.25,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,49.0,49.0,24.5,163.25,1,0134470028,49,87.41,73.96,
180628NB-148-0134532600,105.5,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,39.16,39.16,19.58,105.5,1,0134532600,35.41,60.23,51.54,
180628BX-077-1305943295,121.45,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,39.16,39.16,19.58,121.45,9,1305943295,39.16,67.74,57.73,
180829M4645027-80-1284123030,127.5,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,40.58,40.58,20.29,127.5,4,1284123030,40.58,70.58,60.08,
180809NB-118-1337291242,172.45,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,51.16,51.16,25.58,172.45,3,1337291242,51.16,91.74,77.53,
171228CE-137-1305950844,120.95,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,39.04,39.04,19.52,120.95,1,1305950844,39.04,67.5,57.54,
180904M4652350-071-1337401498,119.5,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,38.7,38.7,19.35,119.5,2,1337401498,38.7,66.82,56.98,
180507NB-071-130594335X,119.75,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,38.76,38.76,19.38,119.75,1,130594335X,38.76,66.94,57.07,
180910RR-030-130594335X,76.5,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,38.76,38.76,19.38,76.5,1,130594335X,28.58,46.58,40.28,
180625FO-117-130594335X,168.5,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,38.76,38.76,19.38,168.5,1,130594335X,50.23,89.88,76,
180906RA-056-1119389984,101.49,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,38.59,38.59,19.3,101.49,5,1119389984,34.46,58.34,49.99,
180905M4655857-073-1259907929,119.5,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,38.7,38.7,19.35,119.5,2,1259907929,38.7,66.82,56.98,
180920BX-083-1305503937,119.5,2018-05-01T12:00:00+00:00,2020-05-01T12:00:00+00:00,38.7,38.7,19.35,119.5,7,1305503937,38.7,66.82,56.98,
180326M-118-1337399698,179.2,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,52.75,52.75,26.38,179.2,5,1337399698,52.75,94.91,80.16,
180905M4655857-090-0134395328,136.5,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,42.7,42.7,21.35,136.5,10,0134395328,42.7,74.82,63.58,
180824N428736-71-1305952847,118.5,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,38.47,38.47,19.23,118.5,1,1305952847,38.47,66.35,56.59,
180824N428736-133-1454868295,188.24,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,54.88,54.88,27.44,188.24,3,1454868295,54.88,99.17,83.66,
180918MR-069-0133956768,100.5,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,38.39,38.39,19.2,100.5,1,0133956768,34.23,57.88,49.6,
180504N-129-0077835433,183.53,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,53.77,53.77,26.89,183.53,1,0077835433,53.77,96.95,81.84,
180620NB-071-1337109649,117.98,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,38.34,38.34,19.17,117.98,1,1337109649,38.34,66.1,56.39,
180910VA-115-0134472144,170.5,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,50.7,50.7,25.35,170.5,2,0134472144,50.7,90.82,76.78,
180904N434490-103-0769852831,156.5,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,47.41,47.41,23.7,156.5,2,0769852831,47.41,84.23,71.34,
180918MR-188-1305575113,65.5,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,37.98,37.98,18.99,65.5,3,1305575113,26,41.41,36.01,
180829M4645027-118-1337399426,170.59,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,50.72,50.72,25.36,170.59,3,1337399426,50.72,90.86,76.81,
180512BX-110-1337399426,169.5,2018-05-01T12:00:00+00:00,2020-05-01T12:00:00+00:00,50.72,50.72,25.36,169.5,1,1337399426,50.47,90.35,76.39,
180905M4655857-069-0134484487,115.49,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,37.76,37.76,18.88,115.49,3,0134484487,37.76,64.93,55.42,
180906RA-050-1119448115,80.95,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,37.75,37.75,18.88,80.95,5,1119448115,29.63,48.68,42.01,
180824BB-030-0393615154,83.5,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,37.44,37.44,18.72,83.5,4,0393615154,30.23,49.88,43,
180921RA-040-0826177115,67.5,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,37.42,37.42,18.71,67.5,20,0826177115,26.47,42.35,36.79,
180108NB-049-1337109681,90.96,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,37.09,37.09,18.55,90.96,2,1337109681,31.99,53.39,45.9,
180523MBNR-049-1337109681,90.96,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,37.09,37.09,18.55,90.96,1,1337109681,31.99,53.39,45.9,
180516GV-070-1260153134,111.98,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,36.93,36.93,18.46,111.98,1,1260153134,36.93,63.28,54.06,
180829M4647883-53-1337559709,97.5,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,36.71,36.71,18.36,97.5,1,1337559709,33.52,56.47,48.44,
180910M4657431-039-0134748158,79.5,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,36.9,36.9,18.45,79.5,1,0134748158,29.29,48,41.45,
180509BX-075-1337567914,138.5,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,43.17,43.17,21.59,138.5,7,1337567914,43.17,75.76,64.35,
170404BC-002-1441914684,62.31,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,36.78,36.78,18.39,62.31,1,1441914684,25.24,39.91,34.77,
180819M-077-128410995X,131.25,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,41.47,41.47,20.73,131.25,1,128410995X,41.47,72.35,61.54,
180906M4655143-118-1319050638,175.25,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,51.82,51.82,25.91,175.25,2,1319050638,51.82,93.05,78.62,
180905M4655857-080-0134454170,128.5,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,40.82,40.82,20.41,128.5,1,0134454170,40.82,71.05,60.47,
180904M4623101-121-1634603257,179.5,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,52.82,52.82,26.41,179.5,1,1634603257,52.82,95.05,80.27,
180925MR-042-0393265943,69.5,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,37.57,37.57,18.79,69.5,1,0393265943,26.94,43.29,37.57,
180905M4655857-098-0134145933,150.29,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,45.95,45.95,22.98,150.29,1,0134145933,45.95,81.31,68.93,
180816MB-074-013285063X,146.9,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,45.15,45.15,22.57,146.9,1,013285063X,45.15,79.71,67.62,
180818NR-093-0321592573,142.5,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,44.11,44.11,22.05,142.5,3,0321592573,44.11,77.64,65.91,
180809NB-101-1531001491,150.9,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,46.09,46.09,23.05,150.9,1,1531001491,46.09,81.6,69.17,
180529BX-089-1337401048,158.5,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,47.88,47.88,23.94,158.5,1,1337401048,47.88,85.17,72.12,
180822N409369-116-1337554839,172.5,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,51.17,51.17,25.59,172.5,1,1337554839,51.17,91.76,77.55,
180116M-117-1628101024,165.82,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,49.6,49.6,24.8,165.82,1,1628101024,49.6,88.62,74.96,
180809NB-117-1628101024,168.25,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,49.6,49.6,24.8,168.25,1,1628101024,50.17,89.76,75.9,
170905m-110-1285863984,136.51,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,42.7,42.7,21.35,136.51,1,1285863984,42.7,74.82,63.58,
180104MB-075-1482216906,117.4,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,38.21,38.21,19.11,117.4,2,1482216906,38.21,65.83,56.16,
180729BX-105-133756415X,170.25,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,50.64,50.64,25.32,170.25,6,133756415X,50.64,90.7,76.68,
180921NR-100-1259746399,146.5,2018-05-01T12:00:00+00:00,2020-05-01T12:00:00+00:00,45.05,45.05,22.52,146.5,3,1259746399,45.05,79.52,67.46,
180910VA-060-131903103X,87.5,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,35.33,35.33,17.66,87.5,4,131903103X,31.17,51.76,44.55,
180905M4655857-111-0134493753,175.29,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,51.83,51.83,25.91,175.29,2,0134493753,51.83,93.07,78.64,
180816M-047-1337566411,90.3,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,35.25,35.25,17.63,90.3,1,1337566411,31.83,53.08,45.64,
180709FO-085-0133856437,134.02,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,42.12,42.12,21.06,134.02,4,0133856437,42.12,73.65,62.61,
180530NB-047-0134689607,87.4,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,35.13,35.13,17.57,87.4,3,0134689607,31.15,51.71,44.52,
180921MR-095-0134526694,144.8,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,44.65,44.65,22.32,144.8,1,0134526694,44.65,78.72,66.8,
180613MB-086-1119148499,133.1,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,41.9,41.9,20.95,133.1,1,1119148499,41.9,73.22,62.26,
180906BX-110-1305965728,159.5,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,48.11,48.11,24.05,159.5,8,1305965728,48.11,85.64,72.51,
180511BX-105-1305972597,163.3,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,49.01,49.01,24.5,163.3,9,1305972597,49.01,87.43,73.98,
180619UN-006-1609278682,64.95,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,34.89,34.89,17.45,64.95,3,1609278682,25.87,41.15,35.8,
180905M4655857-115-0134261925,169.88,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,50.56,50.56,25.28,169.88,2,0134261925,50.56,90.53,76.54,
180115NB-100-1305635205,149.5,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,45.76,45.76,22.88,149.5,3,1305635205,45.76,80.94,68.62,
180604FO-110-1305652940,160.98,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,48.46,48.46,24.23,160.98,1,1305652940,48.46,86.34,73.08,
180604FO-113-1305652940,165.29,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,48.46,48.46,24.23,165.29,1,1305652940,49.48,88.37,74.75,
180530NB-073-0134678826,118.35,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,38.43,38.43,19.21,118.35,2,0134678826,38.43,66.28,56.53,
180905M4655857-063-0078118085,104.71,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,35.22,35.22,17.61,104.71,2,0078118085,35.22,59.86,51.24,
180813BX-105-133740649X,155.55,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,47.18,47.18,23.59,155.55,6,133740649X,47.18,83.78,70.97,
1808RA-038-1630910465,75.5,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,34.5,34.5,17.25,75.5,8,1630910465,28.35,46.11,39.9,
170925M-094-1337102067,97.5,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,33.79,33.79,16.89,97.5,1,1337102067,33.52,56.47,48.44,
180919M4500783-167-1305105168,72.5,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,34.09,34.09,17.05,72.5,6,1305105168,27.64,44.7,38.73,
171130BB-144-1305578902,89.5,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,31.64,31.64,15.82,89.5,3,1305578902,31.64,52.7,45.33,
180729BX-083-1337288780,138.45,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,43.16,43.16,21.58,138.45,6,1337288780,43.16,75.74,64.33,
180613NB-126-1259870340,178.5,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,52.58,52.58,26.29,178.5,7,1259870340,52.58,94.58,79.88,
180824N428736-99-1305859456,148.24,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,45.46,45.46,22.73,148.24,3,1305859456,45.46,80.34,68.14,
180820FO-098-1259570002,154.95,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,47.04,47.04,23.52,154.95,2,1259570002,47.04,83.5,70.74,
180822NNR-101-0321727517,145.89,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,44.91,44.91,22.45,145.89,3,0321727517,44.91,79.24,67.22,
180910M4639114-121-1609304276,178.28,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,52.53,52.53,26.27,178.28,2,1609304276,52.53,94.48,79.8,
180326N-102-0134555805,151.8,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,46.3,46.3,23.15,151.8,1,0134555805,46.3,82.02,69.52,
180813NNR-091-0078021898,89.5,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,33.74,33.74,16.87,89.5,3,0078021898,31.64,52.7,45.33,
180813NB-094-1259584739,142.5,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,44.11,44.11,22.05,142.5,7,1259584739,44.11,77.64,65.91,
180806M-066-1337566071,122.98,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,39.52,39.52,19.76,122.98,2,1337566071,39.52,68.46,58.33,
180808BX-096-1305968476,145.25,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,44.76,44.76,22.38,145.25,6,1305968476,44.76,78.94,66.97,
180925BX-082-1337567043,132.5,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,41.76,41.76,20.88,132.5,8,1337567043,41.76,72.94,62.02,
180910M4657431-050-111946885X,85.5,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,33.58,33.58,16.79,85.5,1,111946885X,30.7,50.82,43.78,
180829M4647815-116-0134549899,171.24,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,77.06,77.06,38.53,171.24,1,0134549899,50.88,91.17,77.06,
180822N409369-130-1454870052,179.5,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,52.82,52.82,26.41,179.5,2,1454870052,52.82,95.05,80.27,
180613NB-049-0134461126,93.5,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,32.97,32.97,16.48,93.5,2,0134461126,32.58,54.58,46.88,
180829M4645027-42-128412147X,81.25,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,33.46,33.46,16.73,81.25,1,128412147X,29.7,48.82,42.13,
180713NBNR-077-0205962823,117.29,2018-01-29T12:00:00+00:00,2020-05-01T12:00:00+00:00,38.18,38.18,19.09,117.29,2,0205962823,38.18,65.78,56.12,
